Niveau_0;Niveau_1;Niveau_2;Niveau_3;Niveau_4;Niveau_5;Niveau_6;Niveau_7;Niveau_8;Niveau_9;"Identifiant";"Type";"Microthésaurus";"Statut";"Définition";"Note d'application";"Synonymes";"Relatifs";"Fiches associées";
;;;;"Claremont";;;;;;"DESC1016867";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Cleveland";;;;;;"DESC147382";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Colorado";;;;;;"DESC143261";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Connecticut";;;;;;"DESC147383";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Conway";;;;;;"DESC147384";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Cornwall";;;;;;"DESC147385";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Danville";;;;;;"DESC147387";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Detroit";;;;;;"DESC147388";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Dulwich";;;;;;"DESC147389";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Durham (Caroline du Nord)";;;;;;"DESC147390";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Edgeware";;;;;;"DESC147391";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"El Paso";;;;;;"DESC147392";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Floride";;;;;;"DESC147398";"NT";"";"Standard";"";"";"Florida";"";"-1";
;;;;"Fullerton";;;;;;"DESC147400";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Galax";;;;;;"DESC1001656";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Georgia (USA)";;;;;;"DESC1020951";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Decatur";;;;;"DESC1021015";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Talbotton";;;;;"DESC1020952";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Greensboro";;;;;;"DESC147402";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Guilford";;;;;;"DESC147403";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Hastings";;;;;;"DESC147404";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Hawaï";;;;;;"DESC147405";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Illinois";;;;;;"DESC147406";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Indiana";;;;;;"DESC147407";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Iowa";;;;;;"DESC147408";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Ithaca";;;;;;"DESC994787";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kalamazoo";;;;;;"DESC147409";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kansas City";;;;;;"DESC147411";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kentucky";;;;;;"DESC1013982";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Louisville";;;;;"DESC1013983";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"La Nouvelle Orléans";;;;;;"DESC147413";"NT";"";"Standard";"";"";"La-Nouvelle-Orléans;New Orleans;Nouvelle-Orléans";"";"-1";
;;;;"Lawton";;;;;;"DESC147414";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Leicester";;;;;;"DESC1001629";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Lewiston (Maine)";;;;;;"DESC999197";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Long Island";;;;;;"DESC147417";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Los Angeles";;;;;;"DESC147418";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Hollywood";;;;;"DESC68499";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Louisiane";;;;;;"DESC147419";"NT";"";"Standard";"";"";"Louisiana";"";"-1";
;;;;"Lynn";;;;;;"DESC147421";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Maine";;;;;;"DESC139805";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Marlboro";;;;;;"DESC967742";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Maryland";;;;;;"DESC1031587";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Massachusetts";;;;;;"DESC147422";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Boston";;;;;"DESC147352";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Lowell";;;;;"DESC1011229";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Newton";;;;;"DESC1122930";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Memphis (Tennessee)";;;;;;"DESC147424";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Miami";;;;;;"DESC147425";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Michigan";;;;;;"DESC146178";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Milwaukee";;;;;;"DESC998726";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Minneapolis";;;;;;"DESC147427";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Minnesota";;;;;;"DESC147428";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Mississippi";;;;;;"DESC726319";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Missouri";;;;;;"DESC1029703";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Montana";;;;;;"DESC147429";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Nashville";;;;;;"DESC147432";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Nazareth";;;;;;"DESC147433";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Nevada";;;;;;"DESC147434";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"New Hampshire";;;;;;"DESC147435";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Berlin (New Hampshire)";;;;;"DESC151516";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"New Haven (CT)";;;;;;"DESC145527";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"New Jersey";;;;;;"DESC147437";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Jersey City";;;;;"DESC1031668";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"New York";;;;;;"DESC147438";"NT";"";"Standard";"";"";"New York City;NYC";"";"-1";
;;;;;"Brooklyn";;;;;"DESC154011";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Harlem";;;;;"DESC153263";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"New York State";;;;;;"DESC955279";"NT";"";"Standard";"";"";"Etat de New York";"";"-1";
;;;;;"Clifton Springs";;;;;"DESC1012745";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Newburgh";;;;;"DESC1123427";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Norwich";;;;;"DESC1093354";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Williamsville";;;;;"DESC1122934";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Woodstock (NY)";;;;;"DESC1021109";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Newport";;;;;;"DESC1034482";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Northville";;;;;;"DESC147442";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Nouveau-Mexique";;;;;;"DESC147443";"NT";"";"Standard";"";"";"New Mexico";"";"-1";
;;;;"Nouvelle-Angleterre";;;;;;"DESC821545";"NT";"";"Standard";"";"";"New England";"";"-1";
;;;;"Oakland";;;;;;"DESC147444";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Oberlin";;;;;;"DESC147445";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Ohio";;;;;;"DESC147446";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Okemos";;;;;;"DESC147447";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Oklahoma";;;;;;"DESC147448";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Omaha";;;;;;"DESC931831";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Orange (New Jersey)";;;;;;"DESC902909";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Oregon";;;;;;"DESC147449";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Portland (Oregon)";;;;;"DESC147453";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Pennsylvanie";;;;;;"DESC139833";"NT";"";"Standard";"";"";"Pennsylvania";"";"-1";
;;;;"Philadelphie";;;;;;"DESC147450";"NT";"";"Standard";"";"";"Philadelphia";"";"-1";
;;;;"Phoenix";;;;;;"DESC991680";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Pittsburg";;;;;;"DESC147451";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Port Townsend";;;;;;"DESC147452";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Portland (Maine)";;;;;;"DESC985532";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Portland (Oregon)";;;;;;"DESC147453";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Provo (Utah)";;;;;;"DESC147454";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Queens";;;;;;"DESC147455";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Redwood City";;;;;;"DESC1002253";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Rhode Island";;;;;;"DESC141314";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Saint-Louis";;;;;;"DESC147458";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Saint-Paul (Minnesota)";;;;;;"DESC147459";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Salem";;;;;;"DESC147460";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Salt Lake City";;;;;;"DESC142633";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"San Francisco";;;;;;"DESC146782";"NT";"";"Standard";"";"";"San-Francisco";"";"-1";
;;;;"Santa Ana";;;;;;"DESC147462";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Seattle";;;;;;"DESC147463";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Shenandoah";;;;;;"DESC944332";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Springfield";;;;;;"DESC147467";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Staunton";;;;;;"DESC147468";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Tacoma";;;;;;"DESC147469";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Tallahassee";;;;;;"DESC147470";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Tampa (Floride)";;;;;;"DESC147471";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Tennessee";;;;;;"DESC147472";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Texas";;;;;;"DESC137231";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Dallas";;;;;"DESC952572";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Utica";;;;;;"DESC973739";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Vermillion";;;;;;"DESC139542";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Vermont";;;;;;"DESC141317";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Virginie";;;;;;"DESC147474";"NT";"";"Standard";"";"";"Virginia";"";"-1";
;;;;;"Jamestown";;;;;"DESC1019559";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Williamsburg";;;;;"DESC1023013";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Washington (Etat)";;;;;;"DESC141557";"NT";"";"Standard";"";"";"Washington (State)";"";"-1";
;;;;;"Olympia";;;;;"DESC883277";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Washington D.C.";;;;;;"DESC147476";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Watertown";;;;;;"DESC140851";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Weston";;;;;;"DESC147478";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Winchester";;;;;;"DESC147481";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Winston-Salem";;;;;;"DESC147482";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Wisconsin";;;;;;"DESC147483";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Wooster";;;;;;"DESC147484";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Worcester";;;;;;"DESC140228";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Yale";;;;;;"DESC147486";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"York";;;;;;"DESC139828";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Groenland";;;;;;;"DESC144398";"NT";"";"Standard";"";"";"GREENLAND";"";"-1";
;;;"Mexique";;;;;;;"DESC153975";"NT";"";"Standard";"";"";"MEXICO (COUNTRY)";"";"-1";
;;;;"Jalisco (état de)";;;;;;"DESC1092771";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Mexico";;;;;;"DESC139433";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Oaxaca";;;;;;"DESC147706";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Paracho";;;;;;"DESC834098";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Veracruz";;;;;;"DESC146047";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Saint-Pierre-et-Miquelon";;;;;;;"DESC144399";"NT";"";"Standard";"";"";"SAINT PIERRE AND MIQUELON";"";"-1";
;;"Amérique du Sud";;;;;;;;"DESC153979";"NT";"";"Standard";"";"";"South America";"";"-1";
;;;"Argentine";;;;;;;"DESC148822";"NT";"";"Standard";"";"";"ARGENTINA";"";"-1";
;;;;"Buenos-Aires";;;;;;"DESC154763";"NT";"";"Standard";"";"";"BUENOS AIRES";"";"-1";
;;;"Bolivie";;;;;;;"DESC148787";"NT";"";"Standard";"";"";"BOLIVIA";"";"-1";
;;;;"Conception";;;;;;"DESC140700";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"La Paz";;;;;;"DESC1106550";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Santa ana (Pueblo)";;;;;;"DESC944030";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Sucre";;;;;;"DESC944029";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Tarata";;;;;;"DESC140690";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Brésil";;;;;;;"DESC153988";"NT";"";"Standard";"";"";"BRAZIL";"";"-1";
;;;;"Acre";;;;;;"DESC139814";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Alagoas";;;;;;"DESC139817";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Amapa";;;;;;"DESC139811";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Amazonas";;;;;;"DESC139789";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Amazonie";;;;;;"DESC67877";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bahia";;;;;;"DESC153989";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Ceara";;;;;;"DESC139800";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Maranhao";;;;;;"DESC139795";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Mato Grosso (Brésil)";;;;;;"DESC899173";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Minas Gerais";;;;;;"DESC139777";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Nordeste";;;;;;"DESC68366";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Para (Brésil)";;;;;;"DESC139791";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Paraiba";;;;;;"DESC139806";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Pernambuco";;;;;;"DESC139808";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Piaui";;;;;;"DESC139798";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Recife";;;;;;"DESC139823";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Rio de Janeiro";;;;;;"DESC151299";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Rio Grande do Norte";;;;;;"DESC139826";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Roraima";;;;;;"DESC139802";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Salvador (Brésil)";;;;;;"DESC139781";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Sao Paulo";;;;;;"DESC153990";"NT";"";"Standard";"";"";"SAU PAULO";"";"-1";
;;;;"Sergipe";;;;;;"DESC139820";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Chili";;;;;;;"DESC153980";"NT";"";"Standard";"";"";"CHILE";"";"-1";
;;;;"Ile de Pâques";;;;;;"DESC881807";"NT";"";"Standard";"";"";"Easter island;Pâques (Ile de)";"";"-1";
;;;;"Santiago";;;;;;"DESC998928";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Colombie";;;;;;;"DESC138494";"NT";"";"Standard";"";"";"COLOMBIA";"";"-1";
;;;;"Bogota";;;;;;"DESC150677";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Bucaramanga";;;;;;"DESC920424";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Cartagena";;;;;;"DESC1001912";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Medellin";;;;;;"DESC145713";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Equateur";;;;;;;"DESC139471";"NT";"";"Standard";"";"";"ECUADOR;EQUATOR";"";"-1";
;;;"Guyana";;;;;;;"DESC818371";"NT";"";"Standard";"";"";"GUYANA (REPUBLIQUE DE);REPUBLIQUE DE GUYANA";"";"-1";
;;;"Guyane (région et département)";;;;;;;"DESC153981";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Paraguay";;;;;;;"DESC144014";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Asunción";;;;;;"DESC1123747";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Pérou";;;;;;;"DESC153982";"NT";"";"Standard";"";"";"PERU";"";"-1";
;;;;"Andahuaylillas";;;;;;"DESC897886";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Cuzco";;;;;;"DESC863256";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Lima";;;;;;"DESC930906";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Rio Cenepa";;;;;;"DESC919889";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Surinam";;;;;;;"DESC153983";"NT";"";"Standard";"";"";"Guyane hollandaise;Guyane néerlandaise;Suriname";"";"-1";
;;;"Uruguay";;;;;;;"DESC153984";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Montevideo";;;;;;"DESC153995";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Venezuela";;;;;;;"DESC153320";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Lara";;;;;;"DESC1047711";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Quibor";;;;;;"DESC143180";"NT";"";"Standard";"";"";"";"";"-1";
;"Asie";;;;;;;;;"DESC154073";"NT";"";"Standard";"";"";"Asia";"DESC1002312";"-1";
;;"Asie centrale";;;;;;;;"DESC147102";"NT";"";"Standard";"";"";"Asie intérieure;Central Asia";"";"-1";
;;;"Afghanistan";;;;;;;"DESC154075";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Badakhstan";;;;;;"DESC764113";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Kaboul";;;;;;"DESC772409";"NT";"";"Standard";"";"";"Kabul";"";"-1";
;;;"Kazakhstan";;;;;;;"DESC147101";"NT";"";"Standard";"";"";"Qazaqstan";"";"-1";
;;;;"Almaty";;;;;;"DESC141627";"NT";"";"Standard";"";"";"ALMA-ATA";"";"-1";
;;;"Kirghizistan";;;;;;;"DESC151905";"NT";"";"Standard";"";"";"KIRGHIZIE;KIRGHIZSTAN;KYRGYZTAN";"";"-1";
;;;;"Bichkek";;;;;;"DESC141631";"NT";"";"Standard";"";"";"FROUNZE;PICHPEK";"";"-1";
;;;"Mongolie";;;;;;;"DESC150437";"NT";"";"Standard";"";"";"MONGOLIA";"";"-1";
;;;"Ouzbekistan";;;;;;;"DESC154287";"NT";"";"Standard";"";"";"UZBEKISTAN";"";"-1";
;;;;"Karakalpalkstan";;;;;;"DESC151907";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Samarkand";;;;;;"DESC151142";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Tachkent";;;;;;"DESC141646";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Tadjikistan";;;;;;;"DESC154291";"NT";"";"Standard";"";"";"TAJIKISTAN";"";"-1";
;;;;"Douchanbe";;;;;;"DESC141642";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Tibet";;;;;;;"DESC148791";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Turkestan occidental";;;;;;;"DESC811683";"NT";"";"Standard";"";"";"TURKESTAN DE L'OUEST;TURKESTAN RUSSE";"";"-1";
;;;"Turkmenistan";;;;;;;"DESC154076";"NT";"";"Standard";"";"";"";"";"-1";
;;"Asie du Sud";;;;;;;;"DESC726328";"NT";"";"Standard";"";"";"South Asia";"";"-1";
;;;"Bangladesh";;;;;;;"DESC154074";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Comilla";;;;;;"DESC155721";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Tipperah";;;;;;"DESC915793";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Bhoutan";;;;;;;"DESC148774";"NT";"";"Standard";"";"";"BHUTAN";"";"-1";
;;;"Himalaya-Népal-Tibet";;;;;;;"DESC902650";"NT";"";"Standard";"";"";"Aire culturelle tibétaine";"";"-1";
;;;;"Népal";;;;;;"DESC142117";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Katmandou";;;;;"DESC154613";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Tibet";;;;;;"DESC148791";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Iles Maldives";;;;;;;"DESC142507";"NT";"";"Standard";"";"";"Maldives (Iles)";"";"-1";
;;;"Inde";;;;;;;"DESC148017";"NT";"";"Standard";"";"";"INDIA";"";"-1";
;;;;"Cachemire";;;;;;"DESC148016";"NT";"";"Standard";"";"";"Kashmir";"";"-1";
;;;;"Dharamsala";;;;;;"DESC1136482";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Iles Andaman";;;;;;"DESC153295";"NT";"";"Standard";"";"";"Andaman (Iles)";"";"-1";
;;;;"Inde du Nord";;;;;;"DESC154144";"NT";"";"Standard";"";"";"North India";"";"-1";
;;;;;"Assam";;;;;"DESC813318";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Bengale";;;;;"DESC154145";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Bihar";;;;;"DESC151676";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Bombay";;;;;"DESC139762";"NT";"";"Standard";"";"";"Bollywood;Mumbay";"";"-1";
;;;;;"Calcutta";;;;;"DESC154146";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Delhi";;;;;"DESC151145";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Dhumka";;;;;"DESC154140";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Garhwal";;;;;"DESC1066588";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Gujarat";;;;;"DESC893629";"NT";"";"Standard";"";"";"Goudjerate;Gujrat";"";"-1";
;;;;;;"Saurashtra";;;;"DESC1066585";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Kumaon";;;;;"DESC1066587";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Ladakh";;;;;"DESC154147";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Madhya Pradesh";;;;;"DESC811694";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Gwalior";;;;"DESC811695";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;;"Shivpuri";;;"DESC811696";"NT";"";"Standard";"";"";"Sipri";"";"-1";
;;;;;"Miraj";;;;;"DESC151131";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Mithila";;;;;"DESC146536";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Rajasthan";;;;;"DESC154148";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Barmer";;;;"DESC896603";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Bikaner";;;;"DESC811841";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Chinakalwal";;;;"DESC897059";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Jaipur";;;;"DESC896589";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Jaisalmer";;;;"DESC896607";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Jodhpur";;;;"DESC896606";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Kota (Région)";;;;"DESC896605";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Sekhawati";;;;"DESC896609";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Uttar Pradesh";;;;;"DESC1002495";"NT";"";"Standard";"";"";"Uttard Pradesh";"";"-1";
;;;;;;"Agra";;;;"DESC1136481";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Lucknow";;;;"DESC1019082";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Uttarakhand";;;;;"DESC1137873";"NT";"";"Standard";"";"";"Uttaranchal";"";"-1";
;;;;;"Varanasi";;;;;"DESC151283";"NT";"";"Standard";"";"";"Banaras;Benares;Veranasi";"";"-1";
;;;;;"Visnupur";;;;;"DESC152304";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Inde du Sud";;;;;;"DESC148534";"NT";"";"Standard";"";"";"South India";"";"-1";
;;;;;"Karnataka";;;;;"DESC811707";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;;"Bangalore";;;;"DESC1138308";"NT";"";"Standard";"";"";"Bengaluru";"";"-1";
;;;;;"Kérala";;;;;"DESC148978";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Madras";;;;;"DESC148533";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Mysore";;;;;"DESC154152";"NT";"";"Standard";"";"";"";"";"-1";
;;;;;"Tamil Nadu";;;;;"DESC1134362";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Inde Moghole";;;;;;"DESC154141";"NT";"";"Standard";"";"";"INDE MUGHAL";"";"-1";
;;;;"Konkan";;;;;;"DESC1066594";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Maharashtra";;;;;;"DESC1066593";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Panjab";;;;;;"DESC893626";"NT";"";"Standard";"";"";"Penjab;Punjab";"";"-1";
;;;;"Tiruchirappall";;;;;;"DESC1101363";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Népal";;;;;;;"DESC142117";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Katmandou";;;;;;"DESC154613";"NT";"";"Standard";"";"";"";"";"-1";
;;;"Pakistan";;;;;;;"DESC141739";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Cachemire";;;;;;"DESC148016";"NT";"";"Standard";"";"";"Kashmir";"";"-1";
;;;;"Karachi";;;;;;"DESC141243";"NT";"";"Standard";"";"";"";"";"-1";
;;;;"Panjab";;;;;;"DESC893626";"NT";"";"Standard";"";"";"Penjab;Punjab";"";"-1";
;;;"Sri Lanka";;;;;;;"DESC146111";"NT";"";"Standard";"";"";"CEYLAN";"";"-1";
